site,date,time,datetime,water_temp_C,air_temp_C,fecal_coliform_cfu_100mL,enterococcus_mpn_100mL,pH,turbidity_NTU,conductivity_mS_cm,wind_velocity_kph,tide_range_m,weather_code_wmo4501,wind_direction_deg
South Kenai Beach site 2,2013-07-10,09:20:00,2013-07-10T09:20:00Z,10.1,13,190,110,8.09,435,11406,NA,NA,NA,NA
South Kenai Beach site 2,2013-07-16,08:44:00,2013-07-16T08:44:00Z,12.5,11,330,250,7.98,58.8,8367,NA,NA,NA,NA
South Kenai Beach site 2,2013-07-21,04:46:00,2013-07-21T04:46:00Z,13.8,8,320,230,8.09,182.5,35200,NA,NA,NA,NA
South Kenai Beach site 2,2013-07-21,04:46:00,2013-07-21T04:46:00Z,13.8,8,370,320,8.09,182.5,35200,NA,NA,NA,NA
South Kenai Beach site 2,2013-07-24,07:06:00,2013-07-24T07:06:00Z,13.9,12,1200,620,8.13,167,35560,NA,NA,NA,NA
South Kenai Beach site 2,2013-07-31,09:42:00,2013-07-31T09:42:00Z,13.8,13.5,91,63,8.21,62,358.8,NA,NA,NA,NA
South Kenai Beach site 2,2013-08-04,10:12:00,2013-08-04T10:12:00Z,13.5,14,100,98,7.87,125.6,576.2,NA,NA,NA,NA
South Kenai Beach site 2,2013-08-04,10:12:00,2013-08-04T10:12:00Z,13.5,14,100,62,7.87,125.6,576.2,NA,NA,NA,NA
South Kenai Beach site 2,2013-08-06,10:15:00,2013-08-06T10:15:00Z,12.9,15,320,260,8,244.7,399.4,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-09,04:22:00,2014-07-09T04:22:00Z,13.47,NA,NA,NA,NA,111.4,17674,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-09,04:23:00,2014-07-09T04:23:00Z,NA,NA,520,390,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-09,04:23:00,2014-07-09T04:23:00Z,NA,NA,550,290,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-09,04:29:00,2014-07-09T04:29:00Z,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-13,06:53:00,2014-07-13T06:53:00Z,12.84,NA,NA,NA,NA,304.2,36548,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-13,06:54:00,2014-07-13T06:54:00Z,NA,NA,2000,5500,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-13,06:58:00,2014-07-13T06:58:00Z,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-17,10:32:00,2014-07-17T10:32:00Z,13.05,NA,NA,NA,NA,120.6,17661,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-17,10:35:00,2014-07-17T10:35:00Z,NA,NA,150,110,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-23,05:18:00,2014-07-23T05:18:00Z,13.19,NA,NA,NA,NA,217.8,14176,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-23,05:19:00,2014-07-23T05:19:00Z,NA,NA,280,230,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-23,05:21:00,2014-07-23T05:21:00Z,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-23,12:17:00,2014-07-23T12:17:00Z,13.55,NA,NA,NA,NA,170,5288,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-23,12:18:00,2014-07-23T12:18:00Z,NA,NA,120,86,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-23,12:18:00,2014-07-23T12:18:00Z,NA,NA,66,52,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-23,12:32:00,2014-07-23T12:32:00Z,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-27,07:17:00,2014-07-27T07:17:00Z,13.27,NA,NA,NA,NA,350.8,19674,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-27,07:18:00,2014-07-27T07:18:00Z,NA,NA,1100,620,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-07-27,07:20:00,2014-07-27T07:20:00Z,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-08-04,09:54:00,2014-08-04T09:54:00Z,14.6,NA,NA,NA,NA,96.1,11395,NA,NA,NA,NA
South Kenai Beach site 2,2014-08-04,09:55:00,2014-08-04T09:55:00Z,NA,NA,88,85,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-08-04,09:58:00,2014-08-04T09:58:00Z,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-08-06,10:28:00,2014-08-06T10:28:00Z,14.54,NA,NA,NA,NA,348.4,18519,NA,NA,NA,NA
South Kenai Beach site 2,2014-08-06,10:29:00,2014-08-06T10:29:00Z,NA,NA,200,160,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-08-06,10:29:00,2014-08-06T10:29:00Z,NA,NA,220,97,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2014-08-06,10:36:00,2014-08-06T10:36:00Z,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2018-06-14,07:50:00,2018-06-14T07:50:00Z,11.2,8.88888888888889,6100,860,NA,NA,NA,NA,NA,NA,NA
South Kenai Beach site 2,2018-06-29,08:35:00,2018-06-29T08:35:00Z,10,11.11111111111111,275,154,NA,NA,NA,6.437376,3.6576000000000004,5,NA
South Kenai Beach site 2,2014-07-17,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
